data,Original disponível,Escore robusto,Cópia tratada (TWh),Alteração (TWh)
2017-02-01,448.8,6.000895272085639,435.60565272216604,-13.19434727783397
2020-02-01,439.8,-14.62792906677086,502.248707746422,62.448707746421974
2020-03-01,549.3,-8.483233032328757,582.9510904914614,33.651090491461446
2020-07-01,682.4,-4.785005298810076,692.9433998641332,10.543399864133221
2021-02-01,526.4,-7.235415337645171,550.39231074986,23.992310749860053
2023-02-01,695.0,4.429834956081161,687.3319158746071,-7.668084125392852
