Repetição,Cenário,Método,Data,Real,Estimado
5,Aleatório 10%,Harmônica + resíduo,2021-07-01,775.8,763.7646875673317
5,Aleatório 10%,Harmônica + resíduo,2022-06-01,745.1,724.8495782283989
5,Aleatório 20%,Média global,2015-07-01,503.4,580.4842857142858
5,Aleatório 20%,Média global,2015-08-01,512.4,580.4842857142858
5,Aleatório 20%,Média global,2016-04-01,456.9,580.4842857142858
5,Aleatório 20%,Média global,2016-05-01,473.0,580.4842857142858
5,Aleatório 20%,Média global,2017-05-01,496.8,580.4842857142858
5,Aleatório 20%,Média global,2017-06-01,524.4,580.4842857142858
5,Aleatório 20%,Média global,2017-09-01,531.7,580.4842857142858
5,Aleatório 20%,Média global,2018-02-01,455.7,580.4842857142858
5,Aleatório 20%,Média global,2018-03-01,532.5,580.4842857142858
5,Aleatório 20%,Média global,2018-11-01,564.7,580.4842857142858
5,Aleatório 20%,Média global,2019-08-01,677.0,580.4842857142858
5,Aleatório 20%,Média global,2020-02-01,439.8,580.4842857142858
5,Aleatório 20%,Média global,2021-04-01,636.1,580.4842857142858
5,Aleatório 20%,Média global,2021-08-01,760.7,580.4842857142858
5,Aleatório 20%,Média global,2022-03-01,694.4,580.4842857142858
5,Aleatório 20%,Média global,2022-08-01,852.0,580.4842857142858
5,Aleatório 20%,Linear,2015-07-01,503.4,466.9666666666667
5,Aleatório 20%,Linear,2015-08-01,512.4,461.6333333333333
5,Aleatório 20%,Linear,2016-04-01,456.9,481.6333333333333
5,Aleatório 20%,Linear,2016-05-01,473.0,487.06666666666666
5,Aleatório 20%,Linear,2017-05-01,496.8,525.5333333333333
5,Aleatório 20%,Linear,2017-06-01,524.4,566.3666666666667
5,Aleatório 20%,Linear,2017-09-01,531.7,556.05
5,Aleatório 20%,Linear,2018-02-01,455.7,525.4200000000001
5,Aleatório 20%,Linear,2018-03-01,532.5,523.5600000000001
5,Aleatório 20%,Linear,2018-11-01,564.7,571.1333333333333
5,Aleatório 20%,Linear,2019-08-01,677.0,634.6
5,Aleatório 20%,Linear,2020-02-01,439.8,559.775
5,Aleatório 20%,Linear,2021-04-01,636.1,667.75
5,Aleatório 20%,Linear,2021-08-01,760.7,735.25
5,Aleatório 20%,Linear,2022-03-01,694.4,629.85
5,Aleatório 20%,Linear,2022-08-01,852.0,770.8
5,Aleatório 20%,PCHIP,2015-07-01,503.4,469.5482154882155
5,Aleatório 20%,PCHIP,2015-08-01,512.4,463.24087542087545
5,Aleatório 20%,PCHIP,2016-04-01,456.9,483.2210613006944
5,Aleatório 20%,PCHIP,2016-05-01,473.0,485.8154851003961
5,Aleatório 20%,PCHIP,2017-05-01,496.8,516.4592592592592
5,Aleatório 20%,PCHIP,2017-06-01,524.4,575.4407407407408
5,Aleatório 20%,PCHIP,2017-09-01,531.7,552.8818746214416
5,Aleatório 20%,PCHIP,2018-02-01,455.7,524.9736
5,Aleatório 20%,PCHIP,2018-03-01,532.5,522.6672000000001
5,Aleatório 20%,PCHIP,2018-11-01,564.7,566.0148148148148
5,Aleatório 20%,PCHIP,2019-08-01,677.0,641.2158823529412
5,Aleatório 20%,PCHIP,2020-02-01,439.8,555.846875
5,Aleatório 20%,PCHIP,2021-04-01,636.1,668.0574377514149
5,Aleatório 20%,PCHIP,2021-08-01,760.7,744.471595416483
5,Aleatório 20%,PCHIP,2022-03-01,694.4,626.9323334294779
5,Aleatório 20%,PCHIP,2022-08-01,852.0,779.4962062256809
5,Aleatório 20%,Harmônica log,2015-07-01,503.4,526.5341933335523
5,Aleatório 20%,Harmônica log,2015-08-01,512.4,537.5009410132442
5,Aleatório 20%,Harmônica log,2016-04-01,456.9,468.4773643267338
5,Aleatório 20%,Harmônica log,2016-05-01,473.0,476.97055718507875
5,Aleatório 20%,Harmônica log,2017-05-01,496.8,507.1517950933644
5,Aleatório 20%,Harmônica log,2017-06-01,524.4,533.1951336183415
5,Aleatório 20%,Harmônica log,2017-09-01,531.7,537.9507720751888
5,Aleatório 20%,Harmônica log,2018-02-01,455.7,489.69426447588194
5,Aleatório 20%,Harmônica log,2018-03-01,532.5,497.97650899765966
5,Aleatório 20%,Harmônica log,2018-11-01,564.7,576.6057777030202
5,Aleatório 20%,Harmônica log,2019-08-01,677.0,687.0127728426937
5,Aleatório 20%,Harmônica log,2020-02-01,439.8,553.6276966246145
5,Aleatório 20%,Harmônica log,2021-04-01,636.1,636.67909442279
5,Aleatório 20%,Harmônica log,2021-08-01,760.7,776.7076859429353
5,Aleatório 20%,Harmônica log,2022-03-01,694.4,636.4941828977684
5,Aleatório 20%,Harmônica log,2022-08-01,852.0,825.8553725275838
5,Aleatório 20%,Harmônica + resíduo,2015-07-01,503.4,519.7284943565834
5,Aleatório 20%,Harmônica + resíduo,2015-08-01,512.4,522.9432546161854
5,Aleatório 20%,Harmônica + resíduo,2016-04-01,456.9,490.52330626356155
5,Aleatório 20%,Harmônica + resíduo,2016-05-01,473.0,483.6824344433037
5,Aleatório 20%,Harmônica + resíduo,2017-05-01,496.8,501.30354135022054
5,Aleatório 20%,Harmônica + resíduo,2017-06-01,524.4,535.3943401287111
5,Aleatório 20%,Harmônica + resíduo,2017-09-01,531.7,541.6704697985722
5,Aleatório 20%,Harmônica + resíduo,2018-02-01,455.7,481.2086754697428
5,Aleatório 20%,Harmônica + resíduo,2018-03-01,532.5,489.9285957001011
5,Aleatório 20%,Harmônica + resíduo,2018-11-01,564.7,602.9541195818844
5,Aleatório 20%,Harmônica + resíduo,2019-08-01,677.0,680.561428804238
5,Aleatório 20%,Harmônica + resíduo,2020-02-01,439.8,538.5810048148138
5,Aleatório 20%,Harmônica + resíduo,2021-04-01,636.1,682.4772198747374
5,Aleatório 20%,Harmônica + resíduo,2021-08-01,760.7,788.3418899788716
5,Aleatório 20%,Harmônica + resíduo,2022-03-01,694.4,615.8439898631393
5,Aleatório 20%,Harmônica + resíduo,2022-08-01,852.0,825.0712731517733
5,Bloco 3 meses,Média global,2016-09-01,496.5,581.5611764705883
5,Bloco 3 meses,Média global,2016-10-01,489.0,581.5611764705883
5,Bloco 3 meses,Média global,2016-11-01,507.2,581.5611764705883
5,Bloco 3 meses,Linear,2016-09-01,496.5,547.84
5,Bloco 3 meses,Linear,2016-10-01,489.0,532.58
5,Bloco 3 meses,Linear,2016-11-01,507.2,517.32
5,Bloco 3 meses,PCHIP,2016-09-01,496.5,559.014093320426
5,Bloco 3 meses,PCHIP,2016-10-01,489.0,547.7902799612779
5,Bloco 3 meses,PCHIP,2016-11-01,507.2,530.9794199419167
5,Bloco 3 meses,Harmônica log,2016-09-01,496.5,501.6726179445938
5,Bloco 3 meses,Harmônica log,2016-10-01,489.0,464.77399183014296
5,Bloco 3 meses,Harmônica log,2016-11-01,507.2,510.57982055521364
5,Bloco 3 meses,Harmônica + resíduo,2016-09-01,496.5,493.16063740837393
5,Bloco 3 meses,Harmônica + resíduo,2016-10-01,489.0,454.5571484390612
5,Bloco 3 meses,Harmônica + resíduo,2016-11-01,507.2,496.80846520358955
5,Bloco 6 meses,Média global,2017-06-01,524.4,580.719512195122
5,Bloco 6 meses,Média global,2017-07-01,607.2,580.719512195122
5,Bloco 6 meses,Média global,2017-08-01,599.1,580.719512195122
5,Bloco 6 meses,Média global,2017-09-01,531.7,580.719512195122
5,Bloco 6 meses,Média global,2017-10-01,513.0,580.719512195122
5,Bloco 6 meses,Média global,2017-11-01,531.0,580.719512195122
5,Bloco 6 meses,Linear,2017-06-01,524.4,509.6375
5,Bloco 6 meses,Linear,2017-07-01,607.2,522.475
5,Bloco 6 meses,Linear,2017-08-01,599.1,535.3125
5,Bloco 6 meses,Linear,2017-09-01,531.7,548.15
5,Bloco 6 meses,Linear,2017-10-01,513.0,560.9875
5,Bloco 6 meses,Linear,2017-11-01,531.0,573.825
5,Bloco 6 meses,PCHIP,2017-06-01,524.4,510.67835320882773
5,Bloco 6 meses,PCHIP,2017-07-01,607.2,526.755309817053
5,Bloco 6 meses,PCHIP,2017-08-01,599.1,543.7828748094303
5,Bloco 6 meses,PCHIP,2017-09-01,531.7,560.5130531707136
5,Bloco 6 meses,PCHIP,2017-10-01,513.0,575.6978498856581
5,Bloco 6 meses,PCHIP,2017-11-01,531.0,588.0892699390178
5,Bloco 6 meses,Harmônica log,2017-06-01,524.4,527.5116327162806
5,Bloco 6 meses,Harmônica log,2017-07-01,607.2,591.1603900103818
5,Bloco 6 meses,Harmônica log,2017-08-01,599.1,606.2268899090134
5,Bloco 6 meses,Harmônica log,2017-09-01,531.7,534.3485486833146
5,Bloco 6 meses,Harmônica log,2017-10-01,513.0,495.65024815584184
5,Bloco 6 meses,Harmônica log,2017-11-01,531.0,544.6606413919982
5,Bloco 6 meses,Harmônica + resíduo,2017-06-01,524.4,525.835134138839
5,Bloco 6 meses,Harmônica + resíduo,2017-07-01,607.2,598.7117057858952
5,Bloco 6 meses,Harmônica + resíduo,2017-08-01,599.1,623.7958506067278
5,Bloco 6 meses,Harmônica + resíduo,2017-09-01,531.7,558.6332515872431
5,Bloco 6 meses,Harmônica + resíduo,2017-10-01,513.0,526.4684372383788
5,Bloco 6 meses,Harmônica + resíduo,2017-11-01,531.0,587.7841458704227
6,Aleatório 10%,Média global,2015-04-01,441.5,571.74375
6,Aleatório 10%,Média global,2016-04-01,456.9,571.74375
6,Aleatório 10%,Média global,2019-03-01,573.2,571.74375
6,Aleatório 10%,Média global,2021-07-01,775.8,571.74375
6,Aleatório 10%,Média global,2021-08-01,760.7,571.74375
6,Aleatório 10%,Média global,2022-04-01,636.2,571.74375
6,Aleatório 10%,Média global,2022-07-01,832.4,571.74375
6,Aleatório 10%,Média global,2022-09-01,709.2,571.74375
6,Aleatório 10%,Linear,2015-04-01,441.5,450.75
6,Aleatório 10%,Linear,2016-04-01,456.9,474.6
6,Aleatório 10%,Linear,2019-03-01,573.2,521.25
6,Aleatório 10%,Linear,2021-07-01,775.8,700.4333333333333
6,Aleatório 10%,Linear,2021-08-01,760.7,697.5666666666667
6,Aleatório 10%,Linear,2022-04-01,636.2,683.0
6,Aleatório 10%,Linear,2022-07-01,832.4,798.55
6,Aleatório 10%,Linear,2022-09-01,709.2,767.7
6,Aleatório 10%,PCHIP,2015-04-01,441.5,451.5620981423026
6,Aleatório 10%,PCHIP,2016-04-01,456.9,474.6
6,Aleatório 10%,PCHIP,2019-03-01,573.2,516.8042047853625
6,Aleatório 10%,PCHIP,2021-07-01,775.8,702.439524599226
6,Aleatório 10%,PCHIP,2021-08-01,760.7,699.6679380873411
6,Aleatório 10%,PCHIP,2022-04-01,636.2,683.0
6,Aleatório 10%,PCHIP,2022-07-01,832.4,814.2992984409799
6,Aleatório 10%,PCHIP,2022-09-01,709.2,767.9684713375796
6,Aleatório 10%,Harmônica log,2015-04-01,441.5,444.8536175131457
6,Aleatório 10%,Harmônica log,2016-04-01,456.9,473.45570844224113
6,Aleatório 10%,Harmônica log,2019-03-01,573.2,526.9054652848561
6,Aleatório 10%,Harmônica log,2021-07-01,775.8,754.0855244852106
6,Aleatório 10%,Harmônica log,2021-08-01,760.7,778.9065509834794
6,Aleatório 10%,Harmônica log,2022-04-01,636.2,688.1018745659435
6,Aleatório 10%,Harmônica log,2022-07-01,832.4,802.5698390788846
6,Aleatório 10%,Harmônica log,2022-09-01,709.2,733.7093999135136
6,Aleatório 10%,Harmônica + resíduo,2015-04-01,441.5,466.5308153269401
6,Aleatório 10%,Harmônica + resíduo,2016-04-01,456.9,491.2558169581161
6,Aleatório 10%,Harmônica + resíduo,2019-03-01,573.2,507.4655779651519
6,Aleatório 10%,Harmônica + resíduo,2021-07-01,775.8,777.0492892574415
6,Aleatório 10%,Harmônica + resíduo,2021-08-01,760.7,793.7195206395442
6,Aleatório 10%,Harmônica + resíduo,2022-04-01,636.2,706.8750285446818
6,Aleatório 10%,Harmônica + resíduo,2022-07-01,832.4,828.6512831852036
6,Aleatório 10%,Harmônica + resíduo,2022-09-01,709.2,747.0482668207733
6,Aleatório 20%,Média global,2015-06-01,472.3,574.9
6,Aleatório 20%,Média global,2016-03-01,476.2,574.9
6,Aleatório 20%,Média global,2017-10-01,513.0,574.9
6,Aleatório 20%,Média global,2017-11-01,531.0,574.9
6,Aleatório 20%,Média global,2018-02-01,455.7,574.9
6,Aleatório 20%,Média global,2019-02-01,489.1,574.9
6,Aleatório 20%,Média global,2019-03-01,573.2,574.9
6,Aleatório 20%,Média global,2019-04-01,553.4,574.9
6,Aleatório 20%,Média global,2019-08-01,677.0,574.9
6,Aleatório 20%,Média global,2020-03-01,549.3,574.9
6,Aleatório 20%,Média global,2020-04-01,557.2,574.9
6,Aleatório 20%,Média global,2021-04-01,636.1,574.9
6,Aleatório 20%,Média global,2021-07-01,775.8,574.9
6,Aleatório 20%,Média global,2022-05-01,671.6,574.9
6,Aleatório 20%,Média global,2022-08-01,852.0,574.9
6,Aleatório 20%,Média global,2022-11-01,682.8,574.9
6,Aleatório 20%,Linear,2015-06-01,472.3,480.04999999999995
6,Aleatório 20%,Linear,2016-03-01,476.2,419.04999999999995
6,Aleatório 20%,Linear,2017-10-01,513.0,531.8333333333334
6,Aleatório 20%,Linear,2017-11-01,531.0,531.9666666666667
6,Aleatório 20%,Linear,2018-02-01,455.7,532.3666666666667
6,Aleatório 20%,Linear,2019-02-01,489.1,565.6
6,Aleatório 20%,Linear,2019-03-01,573.2,565.9
6,Aleatório 20%,Linear,2019-04-01,553.4,566.2
6,Aleatório 20%,Linear,2019-08-01,677.0,634.6
6,Aleatório 20%,Linear,2020-03-01,549.3,490.73333333333335
6,Aleatório 20%,Linear,2020-04-01,557.2,541.6666666666667
6,Aleatório 20%,Linear,2021-04-01,636.1,667.75
6,Aleatório 20%,Linear,2021-07-01,775.8,732.0
6,Aleatório 20%,Linear,2022-05-01,671.6,690.6500000000001
6,Aleatório 20%,Linear,2022-08-01,852.0,770.8
6,Aleatório 20%,Linear,2022-11-01,682.8,683.4
6,Aleatório 20%,PCHIP,2015-06-01,472.3,481.45221977073834
6,Aleatório 20%,PCHIP,2016-03-01,476.2,413.6444559432288
6,Aleatório 20%,PCHIP,2017-10-01,513.0,531.7592592592592
6,Aleatório 20%,PCHIP,2017-11-01,531.0,531.9074074074074
6,Aleatório 20%,PCHIP,2018-02-01,455.7,532.4407407407407
6,Aleatório 20%,PCHIP,2019-02-01,489.1,565.5919582455057
6,Aleatório 20%,PCHIP,2019-03-01,573.2,565.6837877344658
6,Aleatório 20%,PCHIP,2019-04-01,553.4,565.934202309468
6,Aleatório 20%,PCHIP,2019-08-01,677.0,641.2158823529412
6,Aleatório 20%,PCHIP,2020-03-01,549.3,469.28548398304497
6,Aleatório 20%,PCHIP,2020-04-01,557.2,532.7265235216455
6,Aleatório 20%,PCHIP,2021-04-01,636.1,668.0574377514149
6,Aleatório 20%,PCHIP,2021-07-01,775.8,739.4704885810557
6,Aleatório 20%,PCHIP,2022-05-01,671.6,673.439699493121
6,Aleatório 20%,PCHIP,2022-08-01,852.0,779.4962062256809
6,Aleatório 20%,PCHIP,2022-11-01,682.8,683.4
6,Aleatório 20%,Harmônica log,2015-06-01,472.3,463.4353480913503
6,Aleatório 20%,Harmônica log,2016-03-01,476.2,437.4631732154077
6,Aleatório 20%,Harmônica log,2017-10-01,513.0,497.02069930762434
6,Aleatório 20%,Harmônica log,2017-11-01,531.0,546.5161561468559
6,Aleatório 20%,Harmônica log,2018-02-01,455.7,477.37642880110445
6,Aleatório 20%,Harmônica log,2019-02-01,489.1,508.9257209591758
6,Aleatório 20%,Harmônica log,2019-03-01,573.2,530.0560389172155
6,Aleatório 20%,Harmônica log,2019-04-01,553.4,572.4577547091806
6,Aleatório 20%,Harmônica log,2019-08-01,677.0,684.3968280607538
6,Aleatório 20%,Harmônica log,2020-03-01,549.3,565.0868695636868
6,Aleatório 20%,Harmônica log,2020-04-01,557.2,610.2908689180899
6,Aleatório 20%,Harmônica log,2021-04-01,636.1,650.6243327492549
6,Aleatório 20%,Harmônica log,2021-07-01,775.8,760.3162166855655
6,Aleatório 20%,Harmônica log,2022-05-01,671.6,698.8880360463438
6,Aleatório 20%,Harmônica log,2022-08-01,852.0,829.2553383705317
6,Aleatório 20%,Harmônica log,2022-11-01,682.8,752.6102896075852
6,Aleatório 20%,Harmônica + resíduo,2015-06-01,472.3,462.0804858640493
6,Aleatório 20%,Harmônica + resíduo,2016-03-01,476.2,409.83579797806567
6,Aleatório 20%,Harmônica + resíduo,2017-10-01,513.0,502.42879695932095
6,Aleatório 20%,Harmônica + resíduo,2017-11-01,531.0,558.8835073618615
6,Aleatório 20%,Harmônica + resíduo,2018-02-01,455.7,505.3985416187975
6,Aleatório 20%,Harmônica + resíduo,2019-02-01,489.1,496.5367247721448
6,Aleatório 20%,Harmônica + resíduo,2019-03-01,573.2,518.2953374070526
6,Aleatório 20%,Harmônica + resíduo,2019-04-01,553.4,560.9930726552969
6,Aleatório 20%,Harmônica + resíduo,2019-08-01,677.0,681.9376967225072
6,Aleatório 20%,Harmônica + resíduo,2020-03-01,549.3,485.25175277409886
6,Aleatório 20%,Harmônica + resíduo,2020-04-01,557.2,555.1793068853144
6,Aleatório 20%,Harmônica + resíduo,2021-04-01,636.1,691.3090729555764
6,Aleatório 20%,Harmônica + resíduo,2021-07-01,775.8,764.4498171388026
6,Aleatório 20%,Harmônica + resíduo,2022-05-01,671.6,678.3881827996292
6,Aleatório 20%,Harmônica + resíduo,2022-08-01,852.0,826.7397766482461
6,Aleatório 20%,Harmônica + resíduo,2022-11-01,682.8,751.4559084381208
6,Bloco 3 meses,Média global,2015-09-01,456.3,582.9905882352941
6,Bloco 3 meses,Média global,2015-10-01,449.1,582.9905882352941
6,Bloco 3 meses,Média global,2015-11-01,465.8,582.9905882352941
6,Bloco 3 meses,Linear,2015-09-01,456.3,508.91999999999996
6,Bloco 3 meses,Linear,2015-10-01,449.1,505.44
6,Bloco 3 meses,Linear,2015-11-01,465.8,501.96
6,Bloco 3 meses,PCHIP,2015-09-01,456.3,511.9565234189344
6,Bloco 3 meses,PCHIP,2015-10-01,449.1,510.37357025680336
6,Bloco 3 meses,PCHIP,2015-11-01,465.8,507.27235538520506
6,Bloco 3 meses,Harmônica log,2015-09-01,456.3,473.56640784861474
6,Bloco 3 meses,Harmônica log,2015-10-01,449.1,439.39570001989273
6,Bloco 3 meses,Harmônica log,2015-11-01,465.8,482.25105136232713
6,Bloco 3 meses,Harmônica + resíduo,2015-09-01,456.3,459.9096405813604
6,Bloco 3 meses,Harmônica + resíduo,2015-10-01,449.1,434.1695127039465
6,Bloco 3 meses,Harmônica + resíduo,2015-11-01,465.8,484.8290135434663
6,Bloco 6 meses,Média global,2015-02-01,359.5,589.6456790123457
6,Bloco 6 meses,Média global,2015-03-01,444.8,589.6456790123457
6,Bloco 6 meses,Média global,2015-04-01,441.5,589.6456790123457
6,Bloco 6 meses,Média global,2015-05-01,456.7,589.6456790123457
6,Bloco 6 meses,Média global,2015-06-01,472.3,589.6456790123457
6,Bloco 6 meses,Média global,2015-07-01,503.4,589.6456790123457
6,Bloco 6 meses,Linear,2015-02-01,359.5,512.4
6,Bloco 6 meses,Linear,2015-03-01,444.8,512.4
6,Bloco 6 meses,Linear,2015-04-01,441.5,512.4
6,Bloco 6 meses,Linear,2015-05-01,456.7,512.4
6,Bloco 6 meses,Linear,2015-06-01,472.3,512.4
6,Bloco 6 meses,Linear,2015-07-01,503.4,512.4
6,Bloco 6 meses,PCHIP,2015-02-01,359.5,512.4
6,Bloco 6 meses,PCHIP,2015-03-01,444.8,512.4
6,Bloco 6 meses,PCHIP,2015-04-01,441.5,512.4
6,Bloco 6 meses,PCHIP,2015-05-01,456.7,512.4
6,Bloco 6 meses,PCHIP,2015-06-01,472.3,512.4
6,Bloco 6 meses,PCHIP,2015-07-01,503.4,512.4
6,Bloco 6 meses,Harmônica log,2015-02-01,359.5,401.08341257440065
6,Bloco 6 meses,Harmônica log,2015-03-01,444.8,411.6916941609052
6,Bloco 6 meses,Harmônica log,2015-04-01,441.5,438.7154127336199
6,Bloco 6 meses,Harmônica log,2015-05-01,456.7,444.28577000306854
6,Bloco 6 meses,Harmônica log,2015-06-01,472.3,466.63005996867616
6,Bloco 6 meses,Harmônica log,2015-07-01,503.4,523.0126926996164
6,Bloco 6 meses,Harmônica + resíduo,2015-02-01,359.5,384.8614141876503
6,Bloco 6 meses,Harmônica + resíduo,2015-03-01,444.8,395.0406390707676
6,Bloco 6 meses,Harmônica + resíduo,2015-04-01,441.5,420.9713712338057
6,Bloco 6 meses,Harmônica + resíduo,2015-05-01,456.7,426.316432906863
6,Bloco 6 meses,Harmônica + resíduo,2015-06-01,472.3,447.7569980501235
6,Bloco 6 meses,Harmônica + resíduo,2015-07-01,503.4,501.859209929622
7,Aleatório 10%,Média global,2016-05-01,473.0,572.3487499999999
7,Aleatório 10%,Média global,2017-11-01,531.0,572.3487499999999
7,Aleatório 10%,Média global,2018-11-01,564.7,572.3487499999999
7,Aleatório 10%,Média global,2021-03-01,663.1,572.3487499999999
7,Aleatório 10%,Média global,2021-05-01,672.4,572.3487499999999
7,Aleatório 10%,Média global,2022-04-01,636.2,572.3487499999999
7,Aleatório 10%,Média global,2022-06-01,745.1,572.3487499999999
7,Aleatório 10%,Média global,2022-08-01,852.0,572.3487499999999
7,Aleatório 10%,Linear,2016-05-01,473.0,474.7
7,Aleatório 10%,Linear,2017-11-01,531.0,541.8333333333334
7,Aleatório 10%,Linear,2018-11-01,564.7,571.1333333333333
7,Aleatório 10%,Linear,2021-03-01,663.1,581.25
7,Aleatório 10%,Linear,2021-05-01,672.4,669.7
7,Aleatório 10%,Linear,2022-04-01,636.2,683.0
7,Aleatório 10%,Linear,2022-06-01,745.1,752.0
7,Aleatório 10%,Linear,2022-08-01,852.0,770.8
7,Aleatório 10%,PCHIP,2016-05-01,473.0,467.4026508226691
7,Aleatório 10%,PCHIP,2017-11-01,531.0,535.425925925926
7,Aleatório 10%,PCHIP,2018-11-01,564.7,566.0148148148148
7,Aleatório 10%,PCHIP,2021-03-01,663.1,570.8319106840023
7,Aleatório 10%,PCHIP,2021-05-01,672.4,668.1508404077007
7,Aleatório 10%,PCHIP,2022-04-01,636.2,683.0
7,Aleatório 10%,PCHIP,2022-06-01,745.1,752.0
7,Aleatório 10%,PCHIP,2022-08-01,852.0,779.4962062256809
7,Aleatório 10%,Harmônica log,2016-05-01,473.0,477.0491982514006
7,Aleatório 10%,Harmônica log,2017-11-01,531.0,549.2381314811147
7,Aleatório 10%,Harmônica log,2018-11-01,564.7,583.8109954912603
7,Aleatório 10%,Harmônica log,2021-03-01,663.1,593.6341866596526
7,Aleatório 10%,Harmônica log,2021-05-01,672.4,647.3231166295551
7,Aleatório 10%,Harmônica log,2022-04-01,636.2,680.7354306687712
7,Aleatório 10%,Harmônica log,2022-06-01,745.1,715.046261968824
7,Aleatório 10%,Harmônica log,2022-08-01,852.0,822.692917749348
7,Aleatório 10%,Harmônica + resíduo,2016-05-01,473.0,467.8322474278923
7,Aleatório 10%,Harmônica + resíduo,2017-11-01,531.0,580.8198061931162
7,Aleatório 10%,Harmônica + resíduo,2018-11-01,564.7,612.9362197445512
7,Aleatório 10%,Harmônica + resíduo,2021-03-01,663.1,565.2987895570591
7,Aleatório 10%,Harmônica + resíduo,2021-05-01,672.4,659.6437686936248
7,Aleatório 10%,Harmônica + resíduo,2022-04-01,636.2,705.5161437785093
7,Aleatório 10%,Harmônica + resíduo,2022-06-01,745.1,720.0801417950875
7,Aleatório 10%,Harmônica + resíduo,2022-08-01,852.0,828.9494440343888
7,Aleatório 20%,Média global,2015-02-01,359.5,580.9217391304347
7,Aleatório 20%,Média global,2015-05-01,456.7,580.9217391304347
7,Aleatório 20%,Média global,2015-06-01,472.3,580.9217391304347
7,Aleatório 20%,Média global,2015-11-01,465.8,580.9217391304347
7,Aleatório 20%,Média global,2016-10-01,489.0,580.9217391304347
7,Aleatório 20%,Média global,2017-10-01,513.0,580.9217391304347
7,Aleatório 20%,Média global,2018-02-01,455.7,580.9217391304347
7,Aleatório 20%,Média global,2018-07-01,648.4,580.9217391304347
7,Aleatório 20%,Média global,2019-03-01,573.2,580.9217391304347
7,Aleatório 20%,Média global,2019-07-01,667.2,580.9217391304347
7,Aleatório 20%,Média global,2019-09-01,602.0,580.9217391304347
7,Aleatório 20%,Média global,2020-08-01,729.4,580.9217391304347
7,Aleatório 20%,Média global,2020-09-01,645.4,580.9217391304347
7,Aleatório 20%,Média global,2021-10-01,660.3,580.9217391304347
7,Aleatório 20%,Média global,2021-11-01,671.8,580.9217391304347
7,Aleatório 20%,Média global,2022-02-01,623.5,580.9217391304347
7,Aleatório 20%,Linear,2015-02-01,359.5,444.8
7,Aleatório 20%,Linear,2015-05-01,456.7,462.1333333333333
7,Aleatório 20%,Linear,2015-06-01,472.3,482.76666666666665
7,Aleatório 20%,Linear,2015-11-01,465.8,464.40000000000003
7,Aleatório 20%,Linear,2016-10-01,489.0,501.85
7,Aleatório 20%,Linear,2017-10-01,513.0,531.35
7,Aleatório 20%,Linear,2018-02-01,455.7,532.125
7,Aleatório 20%,Linear,2018-07-01,648.4,609.2
7,Aleatório 20%,Linear,2019-03-01,573.2,521.25
7,Aleatório 20%,Linear,2019-07-01,667.2,637.85
7,Aleatório 20%,Linear,2019-09-01,602.0,628.0
7,Aleatório 20%,Linear,2020-08-01,729.4,660.6666666666666
7,Aleatório 20%,Linear,2020-09-01,645.4,638.9333333333334
7,Aleatório 20%,Linear,2021-10-01,660.3,694.6500000000001
7,Aleatório 20%,Linear,2021-11-01,671.8,694.6
7,Aleatório 20%,Linear,2022-02-01,623.5,694.45
7,Aleatório 20%,PCHIP,2015-02-01,359.5,444.8
7,Aleatório 20%,PCHIP,2015-05-01,456.7,454.9340358834992
7,Aleatório 20%,PCHIP,2015-06-01,472.3,482.12362732255394
7,Aleatório 20%,PCHIP,2015-11-01,465.8,461.00000000000006
7,Aleatório 20%,PCHIP,2016-10-01,489.0,501.84999999999997
7,Aleatório 20%,PCHIP,2017-10-01,513.0,531.1543946932007
7,Aleatório 20%,PCHIP,2018-02-01,455.7,532.265625
7,Aleatório 20%,PCHIP,2018-07-01,648.4,613.8793404735062
7,Aleatório 20%,PCHIP,2019-03-01,573.2,516.8042047853625
7,Aleatório 20%,PCHIP,2019-07-01,667.2,646.5895393621939
7,Aleatório 20%,PCHIP,2019-09-01,602.0,628.0
7,Aleatório 20%,PCHIP,2020-08-01,729.4,665.4962962962962
7,Aleatório 20%,PCHIP,2020-09-01,645.4,634.1037037037037
7,Aleatório 20%,PCHIP,2021-10-01,660.3,694.6049477658779
7,Aleatório 20%,PCHIP,2021-11-01,671.8,694.5639510134248
7,Aleatório 20%,PCHIP,2022-02-01,623.5,694.4950342359281
7,Aleatório 20%,Harmônica log,2015-02-01,359.5,399.30191173306775
7,Aleatório 20%,Harmônica log,2015-05-01,456.7,443.8298039806392
7,Aleatório 20%,Harmônica log,2015-06-01,472.3,466.4798803122829
7,Aleatório 20%,Harmônica log,2015-11-01,465.8,477.63367231687175
7,Aleatório 20%,Harmônica log,2016-10-01,489.0,466.48881145053645
7,Aleatório 20%,Harmônica log,2017-10-01,513.0,496.33779856372166
7,Aleatório 20%,Harmônica log,2018-02-01,455.7,480.96086982738615
7,Aleatório 20%,Harmônica log,2018-07-01,648.4,631.0136416238657
7,Aleatório 20%,Harmônica log,2019-03-01,573.2,531.4004151183075
7,Aleatório 20%,Harmônica log,2019-07-01,667.2,671.3899970577875
7,Aleatório 20%,Harmônica log,2019-09-01,602.0,601.914627271722
7,Aleatório 20%,Harmônica log,2020-08-01,729.4,726.596750063446
7,Aleatório 20%,Harmônica log,2020-09-01,645.4,640.4290385751887
