Repetição,Cenário,Método,N apagado,MAE,RMSE,MAPE (%)
15,Bloco 6 meses,Harmônica + resíduo,6,32.24287478765881,47.26157559570587,6.440367541343623
16,Aleatório 10%,Média global,8,77.02499999999998,96.11946702304763,13.133537002523266
16,Aleatório 10%,Linear,8,34.99270833333332,49.855370075321076,6.766645904161411
16,Aleatório 10%,PCHIP,8,33.60975791096086,48.73894174792929,6.525835390760198
16,Aleatório 10%,Harmônica log,8,28.773391741275184,45.73005642298993,5.568497072891851
16,Aleatório 10%,Harmônica + resíduo,8,34.54853887296495,46.84816864933519,6.360120193209159
16,Aleatório 20%,Média global,16,81.75055147058822,95.3883373911657,16.71656020945469
16,Aleatório 20%,Linear,16,34.604895833333316,44.97900172310345,6.761087529298221
16,Aleatório 20%,PCHIP,16,34.93343731827973,46.51304279276812,6.802239547174188
16,Aleatório 20%,Harmônica log,16,23.397503346998697,29.639095622181255,4.375564495550431
16,Aleatório 20%,Harmônica + resíduo,16,33.12609071844561,42.28908956190589,6.147114932776253
16,Bloco 3 meses,Média global,3,35.67372549019611,43.49948362789937,5.81133460670947
16,Bloco 3 meses,Linear,3,16.800000000000068,20.496991649182768,2.752468043154008
16,Bloco 3 meses,PCHIP,3,16.19999999999997,16.640024539244706,2.751934356162219
16,Bloco 3 meses,Harmônica log,3,14.105762629496288,15.347629556388796,2.359865122215743
16,Bloco 3 meses,Harmônica + resíduo,3,16.15981279818584,17.192651832150677,2.7499889696788014
16,Bloco 6 meses,Média global,6,114.66585365853659,117.90660355513423,24.714959764600408
16,Bloco 6 meses,Linear,6,63.94999999999999,64.48337733385985,13.540895209107697
16,Bloco 6 meses,PCHIP,6,63.95000000000001,64.4550893270908,13.626130583803194
16,Bloco 6 meses,Harmônica log,6,16.69315884362203,20.328133471345165,3.5139229925521223
16,Bloco 6 meses,Harmônica + resíduo,6,32.8734147080898,40.39161583894739,7.240819307832027
17,Aleatório 10%,Média global,8,60.5653125,71.4421512155989,10.33625150540806
17,Aleatório 10%,Linear,8,31.31250000000002,33.76220149812511,5.3411640306796855
17,Aleatório 10%,PCHIP,8,30.823467398678773,33.99084418390585,5.238738772156356
17,Aleatório 10%,Harmônica log,8,32.31113611008042,38.56691242154633,5.410290858374546
17,Aleatório 10%,Harmônica + resíduo,8,39.540535054932505,45.459482749463746,6.690925823771584
17,Aleatório 20%,Média global,16,93.6720108695652,122.17776220630749,15.96827184892896
17,Aleatório 20%,Linear,16,49.259375,62.853056420423094,8.61761903109789
17,Aleatório 20%,PCHIP,16,47.98364380577411,61.257638190883554,8.431650419020137
17,Aleatório 20%,Harmônica log,16,24.572347548091408,36.30388140507774,4.7731923986203695
17,Aleatório 20%,Harmônica + resíduo,16,30.725680391040026,40.50816468330481,5.874003915717951
17,Bloco 3 meses,Média global,3,91.10352941176467,94.36648277476633,18.874733636408244
17,Bloco 3 meses,Linear,3,29.99999999999996,36.680876034613235,5.908914750719851
17,Bloco 3 meses,PCHIP,3,29.99999999999996,36.01618270537098,5.923780788552791
17,Bloco 3 meses,Harmônica log,3,24.294545057515297,24.566566965402174,4.929870167721425
17,Bloco 3 meses,Harmônica + resíduo,3,31.338972072004196,31.551879722256967,6.375315778897561
17,Bloco 6 meses,Média global,6,107.00555555555552,118.96541280743925,15.519907518981938
17,Bloco 6 meses,Linear,6,62.77222222222224,77.49040920345254,10.41366183531069
17,Bloco 6 meses,PCHIP,6,77.91121719762516,92.62393940728977,12.844481924754362
17,Bloco 6 meses,Harmônica log,6,33.89041706944632,40.12933814764304,5.3165046361144555
17,Bloco 6 meses,Harmônica + resíduo,6,39.68303670256811,44.27272275617246,6.108212313818312
18,Aleatório 10%,Média global,8,94.85000000000002,102.82470714765009,16.04583224468162
18,Aleatório 10%,Linear,8,35.106249999999996,37.395375809643156,6.44029746606267
18,Aleatório 10%,PCHIP,8,34.05661617504488,38.31233372747419,6.3850696886271745
18,Aleatório 10%,Harmônica log,8,24.26672746315768,26.60024098483816,4.310243155281275
18,Aleatório 10%,Harmônica + resíduo,8,28.461358718801144,34.806956291162884,5.0454201716146105
18,Aleatório 20%,Média global,16,125.64548611111111,146.07710739199467,19.611572544169587
18,Aleatório 20%,Linear,16,35.974999999999994,53.47197482807129,5.264353218875785
18,Aleatório 20%,PCHIP,16,34.49780640594989,48.70719974695745,5.165261945454624
18,Aleatório 20%,Harmônica log,16,21.057449143474926,27.075971567217554,3.3833300338696124
18,Aleatório 20%,Harmônica + resíduo,16,27.22400688936389,35.013213669377556,4.678569086461059
18,Bloco 3 meses,Média global,3,85.58196078431375,87.28921793236191,17.396924124379012
18,Bloco 3 meses,Linear,3,39.533333333333324,43.1358319729665,7.856588974765624
18,Bloco 3 meses,PCHIP,3,39.431292517006796,43.03796146432091,7.836071529473627
18,Bloco 3 meses,Harmônica log,3,18.204047682835967,20.694009220051264,3.6042414622386785
18,Bloco 3 meses,Harmônica + resíduo,3,11.528784905128267,13.452255583810107,2.281720202690463
18,Bloco 6 meses,Média global,6,137.86910569105694,146.0897299365726,19.11990356374649
18,Bloco 6 meses,Linear,6,54.33333333333335,66.66355826086694,7.381821775031392
18,Bloco 6 meses,PCHIP,6,54.414965986394556,66.77354754238577,7.3931922578451905
18,Bloco 6 meses,Harmônica log,6,18.224640239412867,20.40206879583428,2.5622525148499045
18,Bloco 6 meses,Harmônica + resíduo,6,39.81472959323404,43.845231009376796,5.689124519830552
19,Aleatório 10%,Média global,8,64.22749999999999,84.93299874018342,11.687418032909957
19,Aleatório 10%,Linear,8,15.34791666666667,18.174530981263022,2.8208958174203858
19,Aleatório 10%,PCHIP,8,15.703381898681265,18.38740344637315,2.8697865151499027
19,Aleatório 10%,Harmônica log,8,13.99693853622469,17.042386892962718,2.3710450501439273
19,Aleatório 10%,Harmônica + resíduo,8,18.28675887117476,21.00475344486226,3.326655656712191
19,Aleatório 20%,Média global,16,81.75410714285711,105.68303782624565,15.426354050165624
19,Aleatório 20%,Linear,16,36.90260416666665,43.846726457136384,7.172487430643222
19,Aleatório 20%,PCHIP,16,37.4661438200337,45.996778917065186,7.402433194939731
19,Aleatório 20%,Harmônica log,16,20.434508368300175,25.349997592642737,3.916782612937633
19,Aleatório 20%,Harmônica + resíduo,16,26.26249323441325,36.41727896880605,5.361324494185314
19,Bloco 3 meses,Média global,3,79.4392156862745,81.15798098609481,15.95085164874505
19,Bloco 3 meses,Linear,3,58.583333333333336,58.76567521379579,11.670086247793376
19,Bloco 3 meses,PCHIP,3,74.3867709504184,74.7360315265535,14.816214718761481
19,Bloco 3 meses,Harmônica log,3,11.2626759214808,12.48155475359236,2.2805789283651023
19,Bloco 3 meses,Harmônica + resíduo,3,43.220983763223444,44.97698897358204,8.69895115712042
19,Bloco 6 meses,Média global,6,86.55365853658542,94.08479317120181,12.86652325629257
19,Bloco 6 meses,Linear,6,49.12916666666666,54.094965685357444,7.366453007256648
19,Bloco 6 meses,PCHIP,6,53.93087257432412,58.969193081936496,8.223857672441834
19,Bloco 6 meses,Harmônica log,6,11.95719331597788,16.69595845302727,1.8228258865672178
19,Bloco 6 meses,Harmônica + resíduo,6,30.564556171650356,36.47052560522974,4.630845227048714
