data,Holt | nível TWh,Holt | tendência TWh/mês,Holt-Winters aditivo | nível TWh,Holt-Winters aditivo | tendência TWh/mês,Holt-Winters aditivo | sazonalidade,Holt-Winters multiplicativo | nível TWh,Holt-Winters multiplicativo | tendência TWh/mês,Holt-Winters multiplicativo | sazonalidade
2019-05-01,601.4489307659201,3.318064208609181,-48139.57137439394,3.2577499318283167,48714.62138952497,591.3351045720311,3.196153638997247,0.9712755195925651
2019-06-01,604.766994884124,3.31806420860918,-48136.760522347475,3.2577499318283167,48736.846828498245,592.548917606743,3.196153638997247,1.0253172853185117
2019-07-01,608.0850599736144,3.3180642086091927,-48134.354364229766,3.2577499318283167,48804.19605712772,593.1484012154381,3.196153638997247,1.1467046406399424
2019-08-01,611.4031251596932,3.318064208609207,-48130.52599959855,3.2577499318283167,48805.75591588723,594.4003737847531,3.196153638997247,1.1554193803525852
2019-09-01,614.721189178742,3.3180642086092043,-48127.286661219514,3.2577499318283167,48729.343775047324,597.1597596576618,3.196153638997247,1.011326430072226
2019-10-01,618.0392528056211,3.3180642086091954,-48124.716800669776,3.2577499318283167,48705.85067803342,601.0694238978889,3.196153638997247,0.9583293770890466
2019-11-01,621.3573165648514,3.3180642086091883,-48122.936577465196,3.2577499318283167,48718.71996095622,604.4810217128485,3.196153638997247,0.9765135059756209
2019-12-01,624.6753811665911,3.318064208609194,-48118.58752868792,3.2577499318283167,48766.2601796489,607.6462059564722,3.196153638997247,1.0716802755024875
2020-01-01,627.9934446674929,3.318064208609184,-48124.673284043434,3.2577499318283167,48734.157441888,602.7287562424339,3.196153638997247,1.023091277252575
2020-02-01,631.3115069529164,3.318064208609155,-48123.45888670866,3.2577499318283167,48632.0462063982,601.3705656329648,3.196153638997247,0.8636548838617003
2020-03-01,634.6295703914561,3.3180642086091434,-48122.362098103906,3.2577499318283167,48712.0166304273,601.798084362951,3.196153638997247,0.9884848510793428
2020-04-01,637.9476333968317,3.318064208609125,-48122.297370528315,3.2577499318283167,48689.40233243801,603.5673152027949,3.196153638997247,0.9327805756567753
2020-05-01,641.2656968802655,3.318064208609114,-48119.472412325005,3.2577499318283167,48713.4149602647,607.3913648164728,3.196153638997247,0.9712755195925651
2020-06-01,644.5837609460655,3.318064208609112,-48114.12922927762,3.2577499318283167,48742.66008084384,612.2184764948628,3.196153638997247,1.0253172853185117
2020-07-01,647.9018258258465,3.318064208609122,-48110.92680578251,3.2577499318283167,48804.04183183247,613.3372123251321,3.196153638997247,1.1467046406399424
2020-08-01,651.21989119943,3.3180642086091394,-48103.124079933696,3.2577499318283167,48818.425270618885,619.2885364189806,3.196153638997247,1.1554193803525852
2020-09-01,654.5379552718731,3.318064208609137,-48097.55523539782,3.2577499318283167,48735.786070428396,625.4143932813485,3.196153638997247,1.011326430072226
2020-10-01,657.8560188746604,3.3180642086091283,-48093.47787415206,3.2577499318283167,48708.135386834525,631.4916541531311,3.196153638997247,0.9583293770890466
2020-11-01,661.1740828675889,3.3180642086091248,-48087.57844396023,3.2577499318283167,48726.08378090002,639.8360395820175,3.196153638997247,0.9765135059756209
2020-12-01,664.4921475042888,3.318064208609131,-48082.683252675575,3.2577499318283167,48770.82463185506,643.7459760619149,3.196153638997247,1.0716802755024875
2021-01-01,667.8102126753608,3.3180642086091456,-48068.15229710161,3.2577499318283167,48765.582083921654,659.8149469332926,3.196153638997247,1.023091277252575
2021-02-01,671.1282750848638,3.3180642086091185,-48067.32709897738,3.2577499318283167,48625.265342799285,658.2060959333901,3.196153638997247,0.8636548838617003
2021-03-01,674.4463391243993,3.318064208609116,-48061.869993079425,3.2577499318283167,48718.14744859334,663.16196431768,3.196153638997247,0.9884848510793428
2021-04-01,677.7644027121605,3.318064208609107,-48057.84153103362,3.2577499318283167,48691.55073219772,669.2680932413224,3.196153638997247,0.9327805756567753
2021-05-01,681.0824667913909,3.318064208609105,-48052.614321507564,3.2577499318283167,48718.90493043939,676.1660469026231,3.196153638997247,0.9712755195925651
2021-06-01,684.400531281624,3.3180642086091092,-48047.9056212819,3.2577499318283167,48746.70467960659,680.5895438771786,3.196153638997247,1.0253172853185117
2021-07-01,687.7185968027484,3.3180642086091288,-48042.26660091256,3.2577499318283167,48810.67974596796,682.4338752209085,3.196153638997247,1.1467046406399424
2021-08-01,691.0366620494221,3.3180642086091443,-48041.72546377035,3.2577499318283167,48810.85257238489,680.5400379763224,3.196153638997247,1.1554193803525852
2021-09-01,694.3547262631763,3.3180642086091443,-48038.84775773247,3.2577499318283167,48734.726678476974,684.3307307479242,3.196153638997247,1.011326430072226
2021-10-01,697.6727899148874,3.318064208609136,-48037.367375157235,3.2577499318283167,48703.180883677545,687.8041567981801,3.196153638997247,0.9583293770890466
2021-11-01,700.990853688519,3.3180642086091297,-48037.037822518745,3.2577499318283167,48717.92127995149,690.4320791281342,3.196153638997247,0.9765135059756209
2021-12-01,704.3089184008664,3.3180642086091368,-48033.624815642084,3.2577499318283167,48771.25741859467,692.7162095863725,3.196153638997247,1.0716802755024875
2022-01-01,707.6269828415316,3.3180642086091403,-48032.110997122974,3.2577499318283167,48760.72078518237,697.9601609572939,3.196153638997247,1.023091277252575
2022-02-01,710.9450457471079,3.3180642086091208,-48024.921547168524,3.2577499318283167,48636.22515935164,705.0363341347077,3.196153638997247,0.8636548838617003
2022-03-01,714.2631096597336,3.3180642086091163,-48021.96623082357,3.2577499318283167,48717.304399374865,707.1598914367011,3.196153638997247,0.9884848510793428
2022-04-01,717.5811726556688,3.318064208609098,-48024.02695581711,3.2577499318283167,48676.725209094526,705.0690450350861,3.196153638997247,0.9327805756567753
2022-05-01,720.899236129662,3.3180642086090875,-48024.62075923252,3.2577499318283167,48708.16852687751,705.1270328175096,3.196153638997247,0.9712755195925651
2022-06-01,724.2173006494476,3.3180642086090923,-48018.495167470566,3.2577499318283167,48754.698936589186,711.7555681567328,3.196153638997247,1.0253172853185117
2022-07-01,727.5353664206615,3.3180642086091154,-48009.87316063467,3.2577499318283167,48825.63288869758,716.9975649098049,3.196153638997247,1.1467046406399424
2022-08-01,730.8534324344952,3.3180642086091425,-47999.682827444325,3.2577499318283167,48830.17750569874,723.4061314367442,3.196153638997247,1.1554193803525852
2022-09-01,734.1714962710001,3.3180642086091368,-48000.649057467366,3.2577499318283167,48722.952116542,721.8688801053455,3.196153638997247,1.011326430072226
2022-10-01,737.489559673612,3.3180642086091248,-48000.64106417048,3.2577499318283167,48694.12201948297,722.8334450097886,3.196153638997247,0.9583293770890466
2022-11-01,740.8076230178402,3.318064208609112,-48002.860827688964,3.2577499318283167,48702.65242875915,721.023097810403,3.196153638997247,0.9765135059756209
2022-12-01,744.1256878491577,3.3180642086091208,-47997.53321011861,3.2577499318283167,48777.027281370436,725.9241855725134,3.196153638997247,1.0716802755024875
2023-01-01,747.4437511779464,3.318064208609108,-48005.60342419656,3.2577499318283167,48729.14350137531,718.6137413437946,3.196153638997247,1.023091277252575
2023-02-01,750.7618144413764,3.3180642086090932,-47994.587269616764,3.2577499318283167,48657.8521123723,735.635839298227,3.196153638997247,0.8636548838617003
2023-03-01,754.0798783939854,3.3180642086090897,-47989.74378255486,3.2577499318283167,48721.724723393985,740.0743812165722,3.196153638997247,0.9884848510793428
