data,Consumo tratado,Tendência,Ciclo,Sazonalidade,Resíduo,Tendência-ciclo STL
2019-01-01,617.2,584.1169214661919,-0.3508516746641135,25.577269930198266,7.856660278274035,583.7660697915278
2019-02-01,489.1,587.2204564821376,-1.2141408406930623,-93.42666742921864,-3.479648212225925,586.0063156414445
2019-03-01,573.2,590.3380042595351,-2.1007949914120445,-13.821785773103715,-1.2154234950193086,588.237209268123
2019-04-01,553.4,593.4700243638654,-2.971344379589709,-43.272898751028904,6.174218766753256,590.4986799842757
2019-05-01,566.5,596.6169601507715,-3.823465329793976,-27.434314883367264,1.1408200623897073,592.7934948209776
2019-06-01,598.7,599.7792320488571,-4.691271305506575,5.473498836264975,-1.8614595796154845,595.0879607433505
2019-07-01,667.2,602.957230984678,-5.580555780794498,80.26949260961116,-10.446167813494526,597.3766752038835
2019-08-01,677.0,606.1513116867087,-6.480489104421395,84.85359025315387,-7.52441283544124,599.6708225822873
2019-09-01,602.0,609.36178582358,-7.356797495671913,-1.1686236097983436,1.163635281890265,602.0049883279081
2019-10-01,579.0,612.5889150601485,-8.117941471927907,-31.209545581966868,5.738571993746291,604.4709735882205
2019-11-01,591.2,615.8329042958577,-8.645393852717575,-16.334595205413024,0.3470847622729707,607.1875104431401
2019-12-01,651.0579305770789,619.0938957917144,-8.868019454543855,34.24462104747103,6.587433192437288,610.2258763371706
2020-01-01,580.5,622.3719651004394,-8.788228492043345,20.73189218028583,-53.81562878868192,613.5837366083961
2020-02-01,502.248707746422,625.667119348677,-8.506297862053543,-92.48487109603307,-22.427242644168473,617.1608214866235
2020-03-01,582.9510904914614,628.9792978526666,-8.124205023546097,-14.724620438282798,-23.179381899376267,620.8550928291205
2020-04-01,557.2,632.3083742936332,-7.682126753853254,-48.77171026876413,-18.654537271015784,624.6262475397799
2020-05-01,592.6,635.6541596660346,-7.1887078267066045,-31.152737449838302,-4.7127143894896335,628.465451839328
2020-06-01,635.0,639.0164056886596,-6.655321733399887,6.885333535902422,-4.246417491162106,632.3610839552597
2020-07-01,692.9433998641332,642.3948086118719,-6.058633592189722,88.48327503015534,-31.876050185704344,636.3361750196822
2020-08-01,729.4,645.7890133332445,-5.23521415540165,94.31135191390761,-5.465151091750499,640.5537991778428
2020-09-01,645.4,649.1986180016341,-4.030561735998049,0.9611904843333215,-0.729246749969434,645.1680562656361
2020-10-01,617.2,652.6231803707261,-2.471102320195996,-35.3207140335976,2.36863598306752,650.1520780505301
2020-11-01,646.7,656.0622270941926,-0.8810121614025093,-20.66914659862664,12.187931665836572,655.1812149327901
2020-12-01,693.220828184113,659.5152657585581,0.43181453517706814,36.55783253792083,-3.284084647543068,659.9470802937352
2021-01-01,732.4,662.9817971524135,1.3786555158333158,12.899216359891502,55.14033097186166,664.3604526682468
